Ticker,Date/Time,Close,Trend_MACD_RSI,Trend_MACD_SIGNAL
SPY,27/06/2016,199.60,1.00,2.00
SPY,28/06/2016,203.20,1.00,1.00
SPY,29/06/2016,206.66,1.00,1.00
SPY,30/06/2016,209.48,1.00,1.00
SPY,01/07/2016,209.92,1.00,1.00
SPY,05/07/2016,208.41,2.00,1.00
SPY,06/07/2016,209.66,3.00,2.00
SPY,07/07/2016,209.53,3.00,2.00
SPY,08/07/2016,212.65,3.00,2.00
SPY,11/07/2016,213.40,3.00,3.00
SPY,12/07/2016,214.95,3.00,3.00
SPY,13/07/2016,214.92,3.00,3.00
SPY,14/07/2016,216.12,3.00,3.00
SPY,15/07/2016,215.83,3.00,3.00
SPY,18/07/2016,216.41,3.00,3.00
SPY,19/07/2016,216.19,3.00,3.00
SPY,20/07/2016,217.09,3.00,3.00
SPY,21/07/2016,216.27,3.00,3.00
SPY,22/07/2016,217.24,3.00,3.00
SPY,25/07/2016,216.65,3.00,3.00
SPY,26/07/2016,216.75,3.00,3.00
SPY,27/07/2016,216.52,3.00,3.00
SPY,28/07/2016,216.77,3.00,3.00
SPY,29/07/2016,217.12,3.00,3.00
SPY,01/08/2016,216.94,3.00,3.00
SPY,02/08/2016,215.55,3.00,3.00
SPY,03/08/2016,216.18,3.00,3.00
SPY,04/08/2016,216.41,3.00,3.00
SPY,05/08/2016,218.18,3.00,3.00
SPY,08/08/2016,218.05,3.00,3.00
SPY,09/08/2016,218.18,3.00,3.00
SPY,10/08/2016,217.64,3.00,3.00
SPY,11/08/2016,218.65,3.00,3.00
SPY,12/08/2016,218.46,3.00,3.00
SPY,15/08/2016,219.09,3.00,3.00
SPY,16/08/2016,217.96,3.00,3.00
SPY,17/08/2016,218.37,3.00,3.00
SPY,18/08/2016,218.86,3.00,3.00
SPY,19/08/2016,218.54,3.00,3.00
SPY,22/08/2016,218.53,3.00,3.00
SPY,23/08/2016,218.97,3.00,3.00
SPY,24/08/2016,217.85,3.00,3.00
SPY,25/08/2016,217.70,3.00,3.00
SPY,26/08/2016,217.29,3.00,3.00
SPY,29/08/2016,218.36,3.00,3.00
SPY,30/08/2016,218.00,3.00,3.00
SPY,31/08/2016,217.38,3.00,3.00
SPY,01/09/2016,217.39,2.00,3.00
SPY,02/09/2016,218.37,3.00,3.00
SPY,06/09/2016,219.03,3.00,3.00
SPY,07/09/2016,219.01,3.00,3.00
SPY,08/09/2016,218.51,3.00,3.00
SPY,09/09/2016,213.28,2.00,2.00
SPY,12/09/2016,216.34,1.00,2.00
SPY,13/09/2016,213.23,1.00,2.00
SPY,14/09/2016,213.15,1.00,2.00
SPY,15/09/2016,215.28,1.00,1.00
SPY,16/09/2016,213.37,1.00,1.00
SPY,19/09/2016,213.41,1.00,1.00
SPY,20/09/2016,213.42,1.00,1.00
SPY,21/09/2016,215.82,1.00,1.00
SPY,22/09/2016,217.18,1.00,1.00
SPY,23/09/2016,215.99,1.00,1.00
SPY,26/09/2016,214.24,1.00,1.00
SPY,27/09/2016,215.57,2.00,1.00
SPY,28/09/2016,216.64,2.00,1.00
SPY,29/09/2016,214.68,1.00,1.00
SPY,30/09/2016,216.30,1.00,1.00
SPY,03/10/2016,215.78,2.00,1.00
SPY,04/10/2016,214.68,1.00,1.00
SPY,05/10/2016,215.63,1.00,1.00
SPY,06/10/2016,215.78,1.00,1.00
SPY,07/10/2016,215.04,1.00,1.00
SPY,10/10/2016,216.16,1.00,1.00
SPY,11/10/2016,213.43,1.00,1.00
SPY,12/10/2016,213.71,1.00,1.00
SPY,13/10/2016,213.01,1.00,1.00
SPY,14/10/2016,213.12,1.00,1.00
SPY,17/10/2016,212.38,1.00,1.00
SPY,18/10/2016,213.71,1.00,1.00
SPY,19/10/2016,214.28,1.00,1.00
SPY,20/10/2016,213.88,1.00,1.00
SPY,21/10/2016,213.98,1.00,1.00
SPY,24/10/2016,214.89,1.00,1.00
SPY,25/10/2016,214.17,1.00,1.00
SPY,26/10/2016,213.74,1.00,1.00
SPY,27/10/2016,213.17,1.00,1.00
SPY,28/10/2016,212.54,1.00,1.00
SPY,31/10/2016,212.55,1.00,1.00
SPY,01/11/2016,211.01,1.00,1.00
SPY,02/11/2016,209.74,1.00,1.00
SPY,03/11/2016,208.78,1.00,1.00
SPY,04/11/2016,208.55,1.00,1.00
SPY,07/11/2016,213.15,1.00,1.00
SPY,08/11/2016,214.11,1.00,1.00
SPY,09/11/2016,216.38,1.00,1.00
SPY,10/11/2016,216.92,3.00,2.00
SPY,11/11/2016,216.42,3.00,2.00
SPY,14/11/2016,216.59,3.00,2.00
SPY,15/11/2016,218.28,3.00,2.00
SPY,16/11/2016,217.87,3.00,2.00
SPY,17/11/2016,218.99,3.00,3.00
SPY,18/11/2016,218.50,3.00,3.00
SPY,21/11/2016,220.15,3.00,3.00
SPY,22/11/2016,220.58,3.00,3.00
SPY,23/11/2016,220.70,3.00,3.00
SPY,25/11/2016,221.52,3.00,3.00
