Ticker,Date/Time,Close,Trend_MACD_RSI,Trend_MACD_SIGNAL
SPY,12/06/2020,304.21,3.00,2.00
SPY,19/06/2020,308.64,3.00,2.00
SPY,26/06/2020,300.05,3.00,2.00
SPY,02/07/2020,312.23,3.00,2.00
SPY,10/07/2020,317.59,3.00,2.00
SPY,17/07/2020,321.72,3.00,2.00
SPY,24/07/2020,320.88,3.00,3.00
SPY,31/07/2020,326.52,3.00,3.00
SPY,07/08/2020,334.57,3.00,3.00
SPY,14/08/2020,336.84,3.00,3.00
SPY,21/08/2020,339.48,3.00,3.00
SPY,28/08/2020,350.58,3.00,3.00
SPY,04/09/2020,342.57,3.00,3.00
SPY,11/09/2020,334.06,3.00,3.00
SPY,18/09/2020,330.65,3.00,3.00
SPY,25/09/2020,328.73,3.00,3.00
SPY,02/10/2020,333.84,3.00,3.00
SPY,09/10/2020,346.85,3.00,3.00
SPY,16/10/2020,347.29,3.00,3.00
SPY,23/10/2020,345.78,3.00,3.00
SPY,30/10/2020,326.54,3.00,3.00
SPY,06/11/2020,350.16,3.00,3.00
SPY,13/11/2020,358.10,3.00,3.00
SPY,20/11/2020,355.33,3.00,3.00
SPY,27/11/2020,363.67,3.00,3.00
SPY,04/12/2020,369.85,3.00,3.00
SPY,11/12/2020,366.30,3.00,3.00
SPY,18/12/2020,369.18,3.00,3.00
SPY,24/12/2020,369.00,3.00,3.00
SPY,31/12/2020,373.88,3.00,3.00
SPY,08/01/2021,381.26,3.00,3.00
SPY,15/01/2021,375.70,3.00,3.00
SPY,22/01/2021,382.88,3.00,3.00
SPY,29/01/2021,370.07,3.00,3.00
SPY,05/02/2021,387.71,3.00,3.00
SPY,12/02/2021,392.64,3.00,3.00
SPY,19/02/2021,390.03,3.00,3.00
SPY,26/02/2021,380.36,3.00,3.00
SPY,05/03/2021,383.63,3.00,3.00
SPY,12/03/2021,394.06,3.00,3.00
SPY,19/03/2021,389.48,3.00,3.00
SPY,26/03/2021,395.98,3.00,3.00
SPY,01/04/2021,400.61,3.00,3.00
SPY,09/04/2021,411.49,3.00,3.00
SPY,16/04/2021,417.26,3.00,3.00
SPY,23/04/2021,416.74,3.00,3.00
SPY,30/04/2021,417.30,3.00,3.00
SPY,07/05/2021,422.12,3.00,3.00
SPY,14/05/2021,416.58,3.00,3.00
SPY,21/05/2021,414.94,3.00,3.00
SPY,28/05/2021,420.04,3.00,3.00
SPY,04/06/2021,422.60,3.00,3.00
SPY,11/06/2021,424.31,3.00,3.00
SPY,18/06/2021,414.92,3.00,3.00
SPY,25/06/2021,426.61,3.00,3.00
SPY,02/07/2021,433.72,3.00,3.00
SPY,09/07/2021,435.52,3.00,3.00
SPY,16/07/2021,431.34,3.00,3.00
SPY,23/07/2021,439.94,3.00,3.00
SPY,30/07/2021,438.51,3.00,3.00
SPY,06/08/2021,442.49,3.00,3.00
SPY,13/08/2021,445.92,3.00,3.00
SPY,20/08/2021,443.36,3.00,3.00
SPY,27/08/2021,450.25,3.00,3.00
SPY,03/09/2021,453.08,3.00,3.00
SPY,10/09/2021,445.44,3.00,3.00
SPY,17/09/2021,441.40,3.00,3.00
SPY,24/09/2021,443.91,3.00,3.00
SPY,01/10/2021,434.24,3.00,3.00
SPY,08/10/2021,437.86,3.00,3.00
SPY,15/10/2021,445.87,3.00,3.00
SPY,22/10/2021,453.12,3.00,3.00
SPY,29/10/2021,459.25,3.00,3.00
SPY,05/11/2021,468.53,3.00,3.00
SPY,12/11/2021,467.27,3.00,3.00
SPY,19/11/2021,468.89,3.00,3.00
SPY,26/11/2021,458.97,3.00,3.00
SPY,03/12/2021,453.42,3.00,3.00
SPY,10/12/2021,470.74,3.00,3.00
SPY,17/12/2021,459.87,3.00,3.00
SPY,23/12/2021,470.60,3.00,3.00
SPY,31/12/2021,474.96,3.00,3.00
SPY,07/01/2022,466.09,3.00,3.00
SPY,14/01/2022,464.72,3.00,3.00
SPY,21/01/2022,437.98,3.00,3.00
SPY,28/01/2022,441.95,3.00,3.00
SPY,04/02/2022,448.70,2.00,3.00
SPY,11/02/2022,440.46,2.00,3.00
SPY,18/02/2022,434.23,1.00,2.00
SPY,25/02/2022,437.75,1.00,2.00
SPY,04/03/2022,432.17,1.00,2.00
SPY,11/03/2022,420.07,1.00,2.00
SPY,18/03/2022,444.52,1.00,2.00
SPY,25/03/2022,452.69,1.00,2.00
SPY,01/04/2022,452.92,1.00,2.00
SPY,08/04/2022,447.57,1.00,2.00
SPY,14/04/2022,437.79,2.00,1.00
SPY,22/04/2022,426.04,1.00,1.00
SPY,29/04/2022,412.00,1.00,1.00
SPY,06/05/2022,411.34,1.00,1.00
SPY,13/05/2022,401.72,1.00,1.00
SPY,20/05/2022,389.63,1.00,1.00
SPY,27/05/2022,415.26,1.00,1.00
SPY,03/06/2022,410.54,1.00,1.00
SPY,10/06/2022,389.80,1.00,1.00
SPY,17/06/2022,365.86,1.00,1.00
SPY,24/06/2022,390.08,1.00,1.00
SPY,01/07/2022,381.24,1.00,1.00
SPY,08/07/2022,388.67,1.00,1.00
SPY,15/07/2022,385.13,1.00,1.00
SPY,22/07/2022,395.09,1.00,1.00
SPY,29/07/2022,411.99,1.00,1.00
SPY,05/08/2022,413.47,1.00,1.00
SPY,12/08/2022,427.10,2.00,1.00
SPY,19/08/2022,422.14,2.00,1.00
SPY,26/08/2022,405.31,2.00,1.00
SPY,02/09/2022,392.24,2.00,1.00
SPY,09/09/2022,406.60,2.00,1.00
SPY,16/09/2022,385.56,1.00,1.00
SPY,23/09/2022,367.95,1.00,1.00
SPY,30/09/2022,357.18,1.00,1.00
SPY,07/10/2022,362.79,1.00,1.00
SPY,14/10/2022,357.63,1.00,1.00
SPY,21/10/2022,374.29,1.00,1.00
SPY,28/10/2022,389.02,1.00,1.00
SPY,04/11/2022,376.35,1.00,1.00
SPY,11/11/2022,398.51,1.00,1.00
SPY,18/11/2022,396.03,1.00,1.00
SPY,25/11/2022,402.33,2.00,1.00
SPY,02/12/2022,406.91,2.00,1.00
SPY,09/12/2022,393.28,2.00,1.00
