Ticker,Date/Time,close
TISCOFLEXP,03/01/2023,61.76
TISCOFLEXP,04/01/2023,60.98
TISCOFLEXP,05/01/2023,60.75
TISCOFLEXP,06/01/2023,60.56
TISCOFLEXP,09/01/2023,61.55
TISCOFLEXP,10/01/2023,62.11
TISCOFLEXP,11/01/2023,61.80
TISCOFLEXP,12/01/2023,61.79
TISCOFLEXP,13/01/2023,62.07
TISCOFLEXP,16/01/2023,61.93
TISCOFLEXP,17/01/2023,61.87
TISCOFLEXP,18/01/2023,61.75
TISCOFLEXP,19/01/2023,61.73
TISCOFLEXP,20/01/2023,61.67
TISCOFLEXP,23/01/2023,61.85
TISCOFLEXP,24/01/2023,61.62
TISCOFLEXP,25/01/2023,61.21
TISCOFLEXP,26/01/2023,60.72
TISCOFLEXP,27/01/2023,61.36
TISCOFLEXP,30/01/2023,61.10
TISCOFLEXP,31/01/2023,60.97
TISCOFLEXP,01/02/2023,61.81
TISCOFLEXP,02/02/2023,61.73
TISCOFLEXP,03/02/2023,61.78
TISCOFLEXP,06/02/2023,61.26
TISCOFLEXP,07/02/2023,60.85
TISCOFLEXP,08/02/2023,60.20
TISCOFLEXP,09/02/2023,60.33
TISCOFLEXP,10/02/2023,59.93
TISCOFLEXP,13/02/2023,59.72
TISCOFLEXP,14/02/2023,59.17
TISCOFLEXP,15/02/2023,58.37
TISCOFLEXP,16/02/2023,58.12
TISCOFLEXP,17/02/2023,57.40
TISCOFLEXP,20/02/2023,57.99
TISCOFLEXP,21/02/2023,58.71
TISCOFLEXP,22/02/2023,58.50
TISCOFLEXP,23/02/2023,58.44
TISCOFLEXP,24/02/2023,57.57
TISCOFLEXP,27/02/2023,57.06
TISCOFLEXP,28/02/2023,56.62
TISCOFLEXP,01/03/2023,56.73
TISCOFLEXP,02/03/2023,56.12
TISCOFLEXP,03/03/2023,56.22
TISCOFLEXP,07/03/2023,56.49
TISCOFLEXP,08/03/2023,56.12
TISCOFLEXP,09/03/2023,56.72
TISCOFLEXP,10/03/2023,56.24
TISCOFLEXP,13/03/2023,55.23
TISCOFLEXP,14/03/2023,53.59
TISCOFLEXP,15/03/2023,55.30
TISCOFLEXP,16/03/2023,54.96
TISCOFLEXP,17/03/2023,55.07
TISCOFLEXP,20/03/2023,54.73
TISCOFLEXP,21/03/2023,55.46
TISCOFLEXP,22/03/2023,55.38
TISCOFLEXP,23/03/2023,56.06
TISCOFLEXP,24/03/2023,55.91
TISCOFLEXP,27/03/2023,56.01
TISCOFLEXP,28/03/2023,56.76
TISCOFLEXP,29/03/2023,57.02
TISCOFLEXP,30/03/2023,56.50
TISCOFLEXP,31/03/2023,56.55
TISCOFLEXP,03/04/2023,56.69
TISCOFLEXP,04/04/2023,56.15
TISCOFLEXP,05/04/2023,55.03
TISCOFLEXP,07/04/2023,55.15
TISCOFLEXP,10/04/2023,56.12
TISCOFLEXP,11/04/2023,56.45
TISCOFLEXP,12/04/2023,55.95
TISCOFLEXP,17/04/2023,56.75
TISCOFLEXP,18/04/2023,56.64
TISCOFLEXP,19/04/2023,55.48
TISCOFLEXP,20/04/2023,54.49
TISCOFLEXP,21/04/2023,54.20
TISCOFLEXP,24/04/2023,53.98
TISCOFLEXP,25/04/2023,53.15
TISCOFLEXP,26/04/2023,53.10
TISCOFLEXP,27/04/2023,53.04
TISCOFLEXP,28/04/2023,53.42
TISCOFLEXP,02/05/2023,52.43
TISCOFLEXP,03/05/2023,53.71
TISCOFLEXP,08/05/2023,55.17
TISCOFLEXP,09/05/2023,55.64
TISCOFLEXP,10/05/2023,55.79
TISCOFLEXP,11/05/2023,55.11
TISCOFLEXP,12/05/2023,55.48
TISCOFLEXP,15/05/2023,54.12
TISCOFLEXP,16/05/2023,54.12
TISCOFLEXP,17/05/2023,53.29
TISCOFLEXP,18/05/2023,53.36
TISCOFLEXP,19/05/2023,53.10
TISCOFLEXP,22/05/2023,53.24
TISCOFLEXP,23/05/2023,54.00
TISCOFLEXP,24/05/2023,53.72
TISCOFLEXP,25/05/2023,53.78
TISCOFLEXP,26/05/2023,53.34
TISCOFLEXP,29/05/2023,53.69
TISCOFLEXP,30/05/2023,54.30
TISCOFLEXP,31/05/2023,55.02
TISCOFLEXP,01/06/2023,55.36
TISCOFLEXP,02/06/2023,55.48
TISCOMS-A,03/01/2023,20.79
TISCOMS-A,04/01/2023,20.76
TISCOMS-A,05/01/2023,20.71
TISCOMS-A,06/01/2023,20.96
TISCOMS-A,09/01/2023,21.23
TISCOMS-A,10/01/2023,21.19
TISCOMS-A,11/01/2023,21.20
TISCOMS-A,12/01/2023,21.27
TISCOMS-A,13/01/2023,21.32
TISCOMS-A,16/01/2023,21.37
TISCOMS-A,17/01/2023,21.37
TISCOMS-A,18/01/2023,21.32
TISCOMS-A,19/01/2023,21.39
TISCOMS-A,20/01/2023,21.24
TISCOMS-A,23/01/2023,21.26
TISCOMS-A,24/01/2023,21.28
TISCOMS-A,25/01/2023,21.18
TISCOMS-A,26/01/2023,20.92
TISCOMS-A,27/01/2023,21.12
TISCOMS-A,30/01/2023,21.18
TISCOMS-A,31/01/2023,21.21
TISCOMS-A,01/02/2023,21.42
TISCOMS-A,02/02/2023,21.55
TISCOMS-A,03/02/2023,21.60
TISCOMS-A,06/02/2023,21.68
TISCOMS-A,07/02/2023,21.56
TISCOMS-A,08/02/2023,21.40
TISCOMS-A,09/02/2023,21.40
TISCOMS-A,10/02/2023,21.34
TISCOMS-A,13/02/2023,21.13
TISCOMS-A,14/02/2023,20.88
TISCOMS-A,15/02/2023,20.56
TISCOMS-A,16/02/2023,20.60
TISCOMS-A,17/02/2023,20.49
TISCOMS-A,20/02/2023,20.67
TISCOMS-A,21/02/2023,20.89
TISCOMS-A,22/02/2023,20.78
TISCOMS-A,23/02/2023,20.82
TISCOMS-A,24/02/2023,20.59
TISCOMS-A,27/02/2023,20.64
