Ticker,Date/Time,close
ASP-SME,02/01/2020,10.81
ASP-SME,03/01/2020,10.75
ASP-SME,06/01/2020,10.51
ASP-SME,07/01/2020,10.65
ASP-SME,08/01/2020,10.45
ASP-SME,09/01/2020,10.58
ASP-SME,10/01/2020,10.65
ASP-SME,13/01/2020,10.70
ASP-SME,14/01/2020,10.77
ASP-SME,15/01/2020,10.80
ASP-SME,16/01/2020,10.88
ASP-SME,17/01/2020,10.94
ASP-SME,20/01/2020,10.88
ASP-SME,21/01/2020,10.74
ASP-SME,22/01/2020,10.82
ASP-SME,23/01/2020,10.91
ASP-SME,24/01/2020,10.86
ASP-SME,27/01/2020,10.68
ASP-SME,28/01/2020,10.46
ASP-SME,29/01/2020,10.57
ASP-SME,30/01/2020,10.60
ASP-SME,31/01/2020,10.59
ASP-SME,03/02/2020,10.45
ASP-SME,04/02/2020,10.53
ASP-SME,05/02/2020,10.68
ASP-SME,06/02/2020,10.67
ASP-SME,07/02/2020,10.78
ASP-SME,11/02/2020,10.82
ASP-SME,12/02/2020,10.91
ASP-SME,13/02/2020,10.96
ASP-SME,14/02/2020,10.85
ASP-SME,17/02/2020,10.84
ASP-SME,18/02/2020,10.77
ASP-SME,19/02/2020,10.55
ASP-SME,20/02/2020,10.52
ASP-SME,21/02/2020,10.60
ASP-SME,24/02/2020,10.15
ASP-SME,25/02/2020,10.19
ASP-SME,26/02/2020,9.83
ASP-SME,27/02/2020,10.03
ASP-SME,28/02/2020,9.63
ASP-SME,02/03/2020,9.45
ASP-SME,03/03/2020,9.76
ASP-SME,04/03/2020,9.89
ASP-SME,05/03/2020,10.03
ASP-SME,06/03/2020,9.90
ASP-SME,09/03/2020,9.52
ASP-SME,10/03/2020,9.69
ASP-SME,11/03/2020,9.45
ASP-SME,12/03/2020,8.56
ASP-SME,13/03/2020,8.55
ASP-SME,16/03/2020,8.00
ASP-SME,17/03/2020,7.81
ASP-SME,18/03/2020,7.87
ASP-SME,19/03/2020,7.83
ASP-SME,20/03/2020,8.25
ASP-SME,23/03/2020,7.55
ASP-SME,24/03/2020,7.27
ASP-SME,25/03/2020,7.47
ASP-SME,26/03/2020,7.61
ASP-SME,27/03/2020,7.76
ASP-SME,30/03/2020,7.62
ASP-SME,31/03/2020,7.88
ASP-SME,01/04/2020,7.76
ASP-SME,02/04/2020,7.91
ASP-SME,03/04/2020,7.92
ASP-SME,07/04/2020,8.38
ASP-SME,08/04/2020,8.44
ASP-SME,09/04/2020,8.53
ASP-SME,10/04/2020,8.65
ASP-SME,13/04/2020,8.87
ASP-SME,14/04/2020,8.94
ASP-SME,15/04/2020,8.77
ASP-SME,16/04/2020,8.59
ASP-SME,17/04/2020,8.84
ASP-SME,20/04/2020,9.05
ASP-SME,21/04/2020,9.06
ASP-SME,22/04/2020,9.09
ASP-SME,23/04/2020,9.20
ASP-SME,24/04/2020,9.06
ASP-SME,27/04/2020,9.13
ASP-SME,28/04/2020,9.18
ASP-SME,29/04/2020,9.27
ASP-SME,30/04/2020,9.32
ASP-SME,05/05/2020,9.20
ASP-SME,07/05/2020,9.11
ASP-SME,08/05/2020,9.18
ASP-SME,11/05/2020,9.30
ASP-SME,12/05/2020,9.36
ASP-SME,13/05/2020,9.46
ASP-SME,14/05/2020,9.34
ASP-SME,15/05/2020,9.34
ASP-SME,18/05/2020,9.49
ASP-SME,19/05/2020,9.70
ASP-SME,20/05/2020,9.94
ASP-SME,21/05/2020,9.93
ASP-SME,22/05/2020,9.91
ASP-SME,25/05/2020,10.06
ASP-SME,26/05/2020,10.10
ASP-SME,27/05/2020,10.11
ASP-SME,28/05/2020,10.09
ASP-SME,29/05/2020,10.10
ASP-SME,01/06/2020,10.22
ASP-SME,02/06/2020,10.28
ASP-SME,04/06/2020,10.44
ASP-SME,05/06/2020,10.51
ASP-SME,08/06/2020,10.50
ASP-SME,09/06/2020,10.32
ASP-SME,10/06/2020,10.44
ASP-SME,11/06/2020,10.47
ASP-SME,12/06/2020,10.54
ASP-SME,15/06/2020,10.19
ASP-SME,16/06/2020,10.33
ASP-SME,17/06/2020,10.43
ASP-SME,18/06/2020,10.46
ASP-SME,19/06/2020,10.46
ASP-SME,22/06/2020,10.37
ASP-SME,23/06/2020,10.49
ASP-SME,24/06/2020,10.30
ASP-SME,25/06/2020,10.28
ASP-SME,26/06/2020,10.26
ASP-SME,29/06/2020,10.30
ASP-SME,30/06/2020,10.34
ASP-SME,01/07/2020,10.42
ASP-SME,02/07/2020,11.11
ASP-SME,03/07/2020,11.34
ASP-SME,07/07/2020,11.43
ASP-SME,08/07/2020,11.40
ASP-SME,09/07/2020,11.56
ASP-SME,10/07/2020,11.56
ASP-SME,13/07/2020,11.54
ASP-SME,14/07/2020,11.49
ASP-SME,15/07/2020,11.65
ASP-SME,16/07/2020,11.63
ASP-SME,17/07/2020,11.81
ASP-SME,20/07/2020,11.90
ASP-SME,21/07/2020,11.87
ASP-SME,22/07/2020,11.68
ASP-SME,23/07/2020,11.74
ASP-SME,24/07/2020,11.67
ASP-SME,29/07/2020,11.68
ASP-SME,30/07/2020,11.57
ASP-SME,31/07/2020,11.82
ASP-SME,03/08/2020,11.90
ASP-SME,04/08/2020,12.00
ASP-SME,05/08/2020,12.01
ASP-SME,06/08/2020,11.78
ASP-SME,07/08/2020,11.84
ASP-SME,10/08/2020,11.98
ASP-SME,11/08/2020,11.80
ASP-SME,13/08/2020,11.48
ASP-SME,14/08/2020,11.48
ASP-SME,17/08/2020,11.30
ASP-SME,18/08/2020,11.56
ASP-SME,19/08/2020,11.45
ASP-SME,20/08/2020,11.56
ASP-SME,21/08/2020,11.80
ASP-SME,24/08/2020,12.05
ASP-SME,25/08/2020,11.89
ASP-SME,26/08/2020,12.04
ASP-SME,27/08/2020,12.02
ASP-SME,28/08/2020,11.99
ASP-SME,31/08/2020,11.89
ASP-SME,01/09/2020,11.84
ASP-SME,02/09/2020,12.05
ASP-SME,03/09/2020,12.11
ASP-SME,08/09/2020,12.01
ASP-SME,09/09/2020,12.02
ASP-SME,10/09/2020,11.91
ASP-SME,11/09/2020,11.56
ASP-SME,14/09/2020,11.52
ASP-SME,15/09/2020,11.75
ASP-SME,16/09/2020,11.84
ASP-SME,17/09/2020,11.73
ASP-SME,18/09/2020,11.83
ASP-SME,21/09/2020,11.74
ASP-SME,22/09/2020,11.75
ASP-SME,23/09/2020,12.01
ASP-SME,24/09/2020,11.99
ASP-SME,25/09/2020,11.97
ASP-SME,28/09/2020,12.06
ASP-SME,29/09/2020,11.98
ASP-SME,30/09/2020,11.87
ASP-SME,01/10/2020,12.19
ASP-SME,02/10/2020,12.27
ASP-SME,05/10/2020,12.31
ASP-SME,06/10/2020,12.19
ASP-SME,07/10/2020,12.46
ASP-SME,08/10/2020,12.43
ASP-SME,09/10/2020,12.37
ASP-SME,12/10/2020,12.46
ASP-SME,14/10/2020,12.57
ASP-SME,15/10/2020,12.27
ASP-SME,16/10/2020,12.17
ASP-SME,19/10/2020,11.89
ASP-SME,20/10/2020,12.03
ASP-SME,21/10/2020,12.17
ASP-SME,22/10/2020,12.23
ASP-SME,26/10/2020,12.20
ASP-SME,27/10/2020,12.30
ASP-SME,28/10/2020,12.30
ASP-SME,29/10/2020,12.28
ASP-SME,30/10/2020,12.21
ASP-SME,02/11/2020,12.25
ASP-SME,03/11/2020,12.38
ASP-SME,04/11/2020,12.39
ASP-SME,05/11/2020,12.51
ASP-SME,06/11/2020,12.33
ASP-SME,09/11/2020,12.27
ASP-SME,10/11/2020,11.71
ASP-SME,11/11/2020,11.90
ASP-SME,12/11/2020,12.01
ASP-SME,13/11/2020,12.06
ASP-SME,16/11/2020,11.99
ASP-SME,17/11/2020,11.92
ASP-SME,18/11/2020,12.04
ASP-SME,19/11/2020,12.09
ASP-SME,20/11/2020,12.17
ASP-SME,23/11/2020,12.18
ASP-SME,24/11/2020,12.00
ASP-SME,25/11/2020,12.05
ASP-SME,26/11/2020,12.14
ASP-SME,27/11/2020,12.33
ASP-SME,30/11/2020,12.28
ASP-SME,01/12/2020,12.31
ASP-SME,02/12/2020,12.27
ASP-SME,03/12/2020,12.44
ASP-SME,04/12/2020,12.52
ASP-SME,08/12/2020,12.63
ASP-SME,09/12/2020,12.52
ASP-SME,14/12/2020,12.46
ASP-SME,15/12/2020,12.61
ASP-SME,16/12/2020,12.77
ASP-SME,17/12/2020,12.84
ASP-SME,18/12/2020,12.91
ASP-SME,21/12/2020,12.34
ASP-SME,22/12/2020,12.55
ASP-SME,23/12/2020,12.65
ASP-SME,24/12/2020,12.88
ASP-SME,25/12/2020,13.15
ASP-SME,28/12/2020,12.89
ASP-SME,29/12/2020,13.08
ASP-SME,30/12/2020,12.91
ASP-SME,04/01/2021,13.10
ASP-SME,05/01/2021,13.15
ASP-SME,06/01/2021,13.19
ASP-SME,07/01/2021,13.28
ASP-SME,08/01/2021,13.20
ASP-SME,11/01/2021,13.34
ASP-SME,12/01/2021,13.48
ASP-SME,13/01/2021,13.53
ASP-SME,14/01/2021,13.44
ASP-SME,15/01/2021,13.40
ASP-SME,18/01/2021,13.48
ASP-SME,19/01/2021,13.70
ASP-SME,20/01/2021,13.69
ASP-SME,21/01/2021,13.62
ASP-SME,22/01/2021,13.56
ASP-SME,25/01/2021,13.68
ASP-SME,26/01/2021,13.74
ASP-SME,27/01/2021,13.85
ASP-SME,28/01/2021,13.61
ASP-SME,29/01/2021,13.65
ASP-SME,01/02/2021,13.84
ASP-SME,02/02/2021,14.00
ASP-SME,03/02/2021,14.02
ASP-SME,04/02/2021,14.06
ASP-SME,05/02/2021,14.15
ASP-SME,08/02/2021,14.17
ASP-SME,09/02/2021,14.27
ASP-SME,10/02/2021,14.10
ASP-SME,11/02/2021,14.14
ASP-SME,15/02/2021,14.25
ASP-SME,16/02/2021,14.32
ASP-SME,17/02/2021,14.26
ASP-SME,18/02/2021,14.32
ASP-SME,19/02/2021,14.20
ASP-SME,22/02/2021,13.89
ASP-SME,23/02/2021,14.01
ASP-SME,24/02/2021,14.01
ASP-SME,25/02/2021,14.22
ASP-SME,01/03/2021,14.24
ASP-SME,02/03/2021,14.35
ASP-SME,03/03/2021,14.59
ASP-SME,04/03/2021,14.52
ASP-SME,05/03/2021,14.57
ASP-SME,08/03/2021,14.58
ASP-SME,09/03/2021,14.68
ASP-SME,10/03/2021,14.82
ASP-SME,11/03/2021,14.74
ASP-SME,12/03/2021,14.79
ASP-SME,15/03/2021,14.79
ASP-SME,16/03/2021,14.88
ASP-SME,17/03/2021,14.90
ASP-SME,18/03/2021,14.93
ASP-SME,19/03/2021,15.05
ASP-SME,22/03/2021,15.04
ASP-SME,23/03/2021,15.26
ASP-SME,24/03/2021,15.28
ASP-SME,25/03/2021,15.29
ASP-SME,26/03/2021,15.22
ASP-SME,29/03/2021,15.33
ASP-SME,30/03/2021,15.42
ASP-SME,31/03/2021,15.43
ASP-SME,01/04/2021,15.57
ASP-SME,02/04/2021,15.57
ASP-SME,05/04/2021,15.47
ASP-SME,07/04/2021,15.26
ASP-SME,08/04/2021,15.29
ASP-SME,09/04/2021,15.32
ASP-SME,12/04/2021,15.00
ASP-SME,16/04/2021,15.22
ASP-SME,19/04/2021,15.59
ASP-SME,20/04/2021,15.65
ASP-SME,21/04/2021,15.76
ASP-SME,22/04/2021,15.61
ASP-SME,23/04/2021,15.44
ASP-SME,26/04/2021,15.66
ASP-SME,27/04/2021,15.73
ASP-SME,28/04/2021,15.86
ASP-SME,29/04/2021,15.99
ASP-SME,30/04/2021,16.00
ASP-SME,05/05/2021,15.83
ASP-SME,06/05/2021,16.05
ASP-SME,07/05/2021,16.22
ASP-SME,10/05/2021,16.22
ASP-SME,11/05/2021,16.06
ASP-SME,12/05/2021,16.02
ASP-SME,13/05/2021,15.92
ASP-SME,14/05/2021,15.79
ASP-SME,17/05/2021,15.82
ASP-SME,18/05/2021,16.03
ASP-SME,19/05/2021,16.00
ASP-SME,20/05/2021,15.94
ASP-SME,21/05/2021,15.92
ASP-SME,24/05/2021,16.06
ASP-SME,25/05/2021,16.21
ASP-SME,27/05/2021,16.28
ASP-SME,28/05/2021,16.39
ASP-SME,31/05/2021,16.66
ASP-SME,01/06/2021,16.84
ASP-SME,02/06/2021,16.93
ASP-SME,04/06/2021,16.91
ASP-SME,07/06/2021,16.74
ASP-SME,08/06/2021,16.78
ASP-SME,09/06/2021,16.85
ASP-SME,10/06/2021,16.77
ASP-SME,11/06/2021,16.67
ASP-SME,14/06/2021,16.71
ASP-SME,15/06/2021,16.68
ASP-SME,16/06/2021,16.73
ASP-SME,17/06/2021,16.67
ASP-SME,18/06/2021,16.75
ASP-SME,21/06/2021,16.59
ASP-SME,22/06/2021,16.52
ASP-SME,23/06/2021,16.40
ASP-SME,24/06/2021,16.22
ASP-SME,25/06/2021,16.18
ASP-SME,28/06/2021,16.42
ASP-SME,29/06/2021,16.71
ASP-SME,30/06/2021,16.61
ASP-SME,01/07/2021,16.68
ASP-SME,02/07/2021,16.53
ASP-SME,05/07/2021,16.53
ASP-SME,06/07/2021,16.74
ASP-SME,07/07/2021,16.72
ASP-SME,08/07/2021,16.35
ASP-SME,09/07/2021,16.44
ASP-SME,12/07/2021,16.56
ASP-SME,13/07/2021,16.76
ASP-SME,14/07/2021,16.93
ASP-SME,15/07/2021,16.82
ASP-SME,16/07/2021,16.88
ASP-SME,19/07/2021,16.75
ASP-SME,20/07/2021,16.66
ASP-SME,21/07/2021,16.66
ASP-SME,22/07/2021,16.90
ASP-SME,23/07/2021,16.83
ASP-SME,27/07/2021,16.61
ASP-SME,29/07/2021,16.43
ASP-SME,30/07/2021,16.39
ASP-SME,02/08/2021,16.45
ASP-SME,03/08/2021,16.83
ASP-SME,04/08/2021,17.01
ASP-SME,05/08/2021,16.99
ASP-SME,06/08/2021,16.95
ASP-SME,09/08/2021,17.06
ASP-SME,10/08/2021,17.19
ASP-SME,11/08/2021,16.65
ASP-SME,13/08/2021,16.45
ASP-SME,16/08/2021,16.54
ASP-SME,17/08/2021,16.62
ASP-SME,18/08/2021,16.66
ASP-SME,19/08/2021,16.70
ASP-SME,20/08/2021,16.86
ASP-SME,23/08/2021,16.65
ASP-SME,24/08/2021,16.69
ASP-SME,25/08/2021,16.84
ASP-SME,26/08/2021,16.84
ASP-SME,27/08/2021,16.89
ASP-SME,30/08/2021,16.94
ASP-SME,31/08/2021,16.89
ASP-SME,01/09/2021,16.91
ASP-SME,02/09/2021,17.01
ASP-SME,03/09/2021,16.98
ASP-SME,06/09/2021,16.92
ASP-SME,07/09/2021,16.74
ASP-SME,08/09/2021,16.90
ASP-SME,09/09/2021,16.85
ASP-SME,10/09/2021,16.94
ASP-SME,13/09/2021,17.09
ASP-SME,14/09/2021,17.02
ASP-SME,15/09/2021,17.07
ASP-SME,16/09/2021,17.06
ASP-SME,17/09/2021,17.11
ASP-SME,20/09/2021,16.93
ASP-SME,21/09/2021,17.02
ASP-SME,22/09/2021,17.01
ASP-SME,23/09/2021,16.97
ASP-SME,27/09/2021,16.66
ASP-SME,28/09/2021,16.61
ASP-SME,29/09/2021,16.67
ASP-SME,30/09/2021,16.59
ASP-SME,01/10/2021,16.49
ASP-SME,04/10/2021,16.49
ASP-SME,05/10/2021,16.40
ASP-SME,06/10/2021,16.45
ASP-SME,07/10/2021,16.60
ASP-SME,08/10/2021,16.64
ASP-SME,11/10/2021,16.57
ASP-SME,12/10/2021,16.53
ASP-SME,14/10/2021,16.60
ASP-SME,15/10/2021,16.58
ASP-SME,18/10/2021,16.60
ASP-SME,19/10/2021,16.55
ASP-SME,20/10/2021,16.76
ASP-SME,21/10/2021,16.91
ASP-SME,25/10/2021,16.78
ASP-SME,26/10/2021,16.85
ASP-SME,27/10/2021,16.73
ASP-SME,28/10/2021,16.63
ASP-SME,29/10/2021,16.68
ASP-SME,01/11/2021,16.65
ASP-SME,02/11/2021,16.60
ASP-SME,03/11/2021,16.36
ASP-SME,04/11/2021,16.52
ASP-SME,05/11/2021,16.62
ASP-SME,08/11/2021,16.67
ASP-SME,09/11/2021,16.76
ASP-SME,10/11/2021,16.87
ASP-SME,11/11/2021,16.98
ASP-SME,12/11/2021,16.97
ASP-SME,15/11/2021,17.07
ASP-SME,16/11/2021,17.28
ASP-SME,17/11/2021,17.33
ASP-SME,18/11/2021,17.38
ASP-SME,19/11/2021,17.34
ASP-SME,22/11/2021,17.52
ASP-SME,23/11/2021,17.55
ASP-SME,24/11/2021,17.60
